1046	2018-02-16 13:08:58.022319	18	497428	Just Dance 2018	Testing the stream	1
1047	2018-02-16 13:09:28.590961	18	497428	Just Dance 2018	Testing the stream	1
1048	2018-02-16 13:09:59.576611	18	497428	Just Dance 2018	Testing the stream	1
1050	2018-02-16 13:10:28.615883	18	497428	Just Dance 2018	Testing the stream	1
1052	2018-02-16 13:10:58.593556	18	497428	Just Dance 2018	Testing the stream	1
1054	2018-02-16 13:11:58.63	18	497428	Just Dance 2018	Testing the stream	1
1056	2018-02-16 13:12:28.607252	18	497428	Just Dance 2018	Testing the stream	1
1057	2018-02-16 13:12:58.605586	18	497428	Just Dance 2018	Testing the stream	1
1059	2018-02-16 13:13:28.724293	18	497428	Just Dance 2018	Testing the stream	1
1061	2018-02-16 13:13:58.654645	18	497428	Just Dance 2018	Testing the stream	1
1063	2018-02-16 13:14:58.604237	18	497428	Just Dance 2018	Testing the stream	1
1065	2018-02-16 13:15:28.636863	18	497428	Just Dance 2018	Testing the stream	1
1066	2018-02-16 13:15:58.594583	18	497428	Just Dance 2018	Testing the stream	0
1068	2018-02-16 13:16:28.658071	18	497428	Just Dance 2018	Testing the stream	0
1069	2018-02-16 13:16:58.633537	18	497428	Just Dance 2018	Testing the stream	0
1071	2018-02-16 13:17:28.594755	18	497428	Just Dance 2018	Testing the stream	0
1073	2018-02-16 13:17:58.62595	18	497428	Just Dance 2018	Testing the stream	0
1075	2018-02-16 13:18:58.584197	18	497428	Just Dance 2018	Testing the stream	0
1077	2018-02-16 13:19:28.599893	18	497428	Just Dance 2018	Testing the stream	0
1078	2018-02-16 13:19:58.601106	18	497428	Just Dance 2018	Testing the stream	0
1080	2018-02-16 13:20:28.635126	18	497428	Just Dance 2018	Testing the stream	0
1081	2018-02-16 13:20:58.626716	18	497428	Just Dance 2018	Testing the stream	1
1083	2018-02-16 13:21:28.601875	18	497428	Just Dance 2018	Testing the stream	1
1084	2018-02-16 13:21:58.634343	18	497428	Just Dance 2018	Testing the stream	1
1086	2018-02-16 13:22:28.609259	18	497428	Just Dance 2018	Testing the stream	1
1087	2018-02-16 13:22:58.595602	18	497428	Just Dance 2018	Testing the stream	1
1089	2018-02-16 13:23:28.597734	18	497428	Just Dance 2018	Testing the stream	1
1091	2018-02-16 13:23:58.618959	18	497428	Just Dance 2018	Testing the stream	1
1094	2018-02-16 13:24:58.619173	18	497428	Just Dance 2018	Testing the stream	1
1096	2018-02-16 13:25:58.603251	18	497428	Just Dance 2018	Testing the stream	1
1098	2018-02-16 13:26:28.638576	18	497428	Just Dance 2018	Testing the stream	1
1099	2018-02-16 13:26:58.61516	18	497428	Just Dance 2018	Testing the stream	1
1101	2018-02-16 13:32:28.648463	18	497428	Just Dance 2018	Testing the stream	1
1102	2018-02-16 13:32:58.692118	18	497428	Just Dance 2018	Testing the stream	1
1106	2018-02-16 13:33:58.583754	18	497428	Just Dance 2018	Testing the stream	1
1049	2018-02-16 13:09:59.595684	18	497428	Just Dance 2018	Testing the stream	1
1051	2018-02-16 13:10:58.597448	18	497428	Just Dance 2018	Testing the stream	1
1053	2018-02-16 13:11:28.592699	18	497428	Just Dance 2018	Testing the stream	1
1055	2018-02-16 13:11:58.615673	18	497428	Just Dance 2018	Testing the stream	1
1058	2018-02-16 13:12:58.617413	18	497428	Just Dance 2018	Testing the stream	1
1060	2018-02-16 13:13:58.669007	18	497428	Just Dance 2018	Testing the stream	1
1062	2018-02-16 13:14:28.624315	18	497428	Just Dance 2018	Testing the stream	1
1064	2018-02-16 13:14:58.607293	18	497428	Just Dance 2018	Testing the stream	1
1067	2018-02-16 13:15:58.6072	18	497428	Just Dance 2018	Testing the stream	0
1070	2018-02-16 13:16:58.647454	18	497428	Just Dance 2018	Testing the stream	0
1072	2018-02-16 13:17:58.632578	18	497428	Just Dance 2018	Testing the stream	0
1074	2018-02-16 13:18:28.631467	18	497428	Just Dance 2018	Testing the stream	0
1076	2018-02-16 13:18:58.597574	18	497428	Just Dance 2018	Testing the stream	0
1079	2018-02-16 13:19:58.607913	18	497428	Just Dance 2018	Testing the stream	0
1082	2018-02-16 13:20:58.639353	18	497428	Just Dance 2018	Testing the stream	1
1085	2018-02-16 13:21:58.631232	18	497428	Just Dance 2018	Testing the stream	1
1088	2018-02-16 13:22:58.606668	18	497428	Just Dance 2018	Testing the stream	1
1090	2018-02-16 13:23:58.616084	18	497428	Just Dance 2018	Testing the stream	1
1092	2018-02-16 13:24:28.628726	18	497428	Just Dance 2018	Testing the stream	1
1093	2018-02-16 13:24:58.608114	18	497428	Just Dance 2018	Testing the stream	1
1095	2018-02-16 13:25:28.605492	18	497428	Just Dance 2018	Testing the stream	1
1097	2018-02-16 13:25:58.61443	18	497428	Just Dance 2018	Testing the stream	1
1100	2018-02-16 13:26:58.648574	18	497428	Just Dance 2018	Testing the stream	1
1103	2018-02-16 13:32:58.711454	18	497428	Just Dance 2018	Testing the stream	1
1104	2018-02-16 13:33:28.623064	18	497428	Just Dance 2018	Testing the stream	1
1105	2018-02-16 13:33:58.578896	18	497428	Just Dance 2018	Testing the stream	1
